,,processor_core_count,processor_clock,processor_core_threadscount,processor_isa,processor_simd,processor_microarchitecture,processor,processor_manufacturer,processor_tdp,processor_core_L1_size, processor_core_L2_size, processor_L3_size,node_memory_bandwidth,node_memory_type
AMD;Opteron,6282,16,2.6G,16,64-bit,unset,Piledriver,AMDOpteron_6282,AMD,140,768KB,16MB,16MB,2000M,DDR3
AMD;Opteron,6284,16,2.7G,16,64-bit,unset,Piledriver,AMDOpteron_6284,AMD,140,768KB,16MB,16MB,2000M,DDR3
AMD;Opteron,6308,4,3.5G,4,64-bit,unset,Piledriver,AMDOpteron_6308,AMD,115,192KB,4MB,16MB,2000M,DDR3
AMD;Opteron,6320,8,2.8G,8,64-bit,unset,Piledriver,AMDOpteron_6320,AMD,115,384KB,8MB,16MB,2000M,DDR3
AMD;Opteron,6328,8,3.2G,8,64-bit,unset,Piledriver,AMDOpteron_6328,AMD,115,384KB,8MB,16MB,2000M,DDR3
AMD;Opteron,6338P,12,2.3G,12,64-bit,unset,Piledriver,AMDOpteron_6338P,AMD,99,48KB,12MB,16MB,2000M,DDR3
AMD;Opteron,6344,12,2.6G,12,64-bit,unset,Piledriver,AMDOpteron_6344,AMD,115,576KB,12MB,16MB,2000M,DDR3
AMD;Opteron,6348,12,2.8G,12,64-bit,unset,Piledriver,AMDOpteron_6348,AMD,115,576KB,12MB,16MB,2000M,DDR3
AMD;Opteron,6366,16,1.8G,16,64-bit,unset,unset,AMDOpteron_6366,AMD,85,768KB,16MB,16MB,1800M,DDR3
AMD;Opteron,6370P,16,2.0G,16,64-bit,unset,unset,AMDOpteron_6370P,AMD,99,48KB,16MB,16MB,2000M,DDR3
AMD;Opteron,6376,16,2.3G,16,64-bit,unset,unset,AMDOpteron_6376,AMD,115,768KB,16MB,16MB,2000M,DDR3
AMD;Opteron,6378,16,2.4G,16,64-bit,unset,unset,AMDOpteron_6378,AMD,115,768KB,16MB,16MB,2000M,DDR3
AMD;Opteron,X1150,4,2.0G,4,64-bit,unset,Jaguar,AMDOpteron_X1150,AMD,17,unset,2MB,unset,800M,DDR3
AMD;Opteron,X2170,4,2.4G,4,64-bit,unset,Jaguar,AMDOpteron_X2170,AMD,25,unset,2MB,unset,1866M,DDR3
AMD;Opteron;X2150,APU,4,1.9G,4,64-bit,unset,Jaguar,AMDOpteron_X2150_APU,AMD,22,unset,2MB,unset,unset,DDR3
AMD;Phenom;II,1045T,6,2.7G,6,64-bit,MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_II_1045T,AMD,95,768KB,3MB,6MB,unset,unset
AMD;Phenom;II,1075T,6,3.5G,6,64-bit,MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_II_1075T,AMD,95,768KB,3MB,6MB,unset,DDR3
AMD;Phenom;II,840,4,3.2G,4,64-bit,MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_II_840,AMD,95,512KB,2MB,unset,unset,DDR3
AMD;Phenom;II,850,4,3.3G,4,64-bit,MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_II_850,AMD,95,512KB,2MB,unset,unset,unset
AMD;Phenom;II,960T,4,3.0G,4,64-bit,MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_II_960T,AMD,95,512KB,512KB,unset,unset,unset
AMD;Phenom;II,965,4,3.4G,4,64-bit,MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_II_965,AMD,80,unset,2MB,unset,unset,unset
AMD;Phenom;II,975,4,3.6G,4,64-bit,MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_II_975,AMD,125,512KB,2MB,6MB,unset,DDR3
AMD;Phenom;II,980,4,3.7G,4,64-bit,MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_II_980,AMD,125,512KB,2MB,6MB,unset,DDR3
AMD;Phenom;II,N640,2,2.8G,2,64-bit,MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_II_N640,AMD,35,256KB,2MB,unset,unset,unset
AMD;Phenom;II,N660,2,3.0G,2,64-bit,MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_II_N660,AMD,35,256KB,2MB,unset,unset,DDR3
AMD;Phenom;II,N870,3,2.3G,3,64-bit,MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_II_N870,AMD,35,384KB,1.5MB,unset,unset,DDR3
AMD;Phenom;II,N960,4,1.8G,4,64-bit,MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_II_N960,AMD,35,512KB,2MB,unset,unset,DDR3
AMD;Phenom;II,N970,4,2.2G,4,64-bit,MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_II_N970,AMD,35,512KB,2MB,unset,unset,DDR3
AMD;Phenom;II,P650,2,2.6G,2,64-bit,MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_II_P650,AMD,35,256KB,2MB,unset,unset,DDR3
AMD;Phenom;II,P860,3,2.0G,3,64-bit,MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_II_P860,AMD,35,384KB,1.5MB,unset,unset,DDR3
AMD;Phenom;II,X940,4,2.4G,4,64-bit,MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_II_X940,AMD,45,512KB,2MB,unset,unset,DDR3
AMD;Phenom;II;X2,565,2,3.4G,2,64-bit,MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_II_X2_565,AMD,80,256KB,1MB,6MB,unset,DDR3
AMD;Phenom;II;X2;555,Black,2,3.2G,2,64-bit,MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_II_X2_Black_555,AMD,80,unset,1MB,unset,unset,unset
AMD;Phenom;II;X2;570,Black,2,4.0G,2,64-bit,MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_II_X2_Black_570,AMD,80,unset,unset,6MB,unset,DDR3
AMD;Phenom;X2,B57,2,3.2G,2,64-bit,Now3D;MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_X2_B57,AMD,80,unset,1MB,unset,unset,unset
AMD;Phenom;X2,B59,2,3.4G,2,64-bit,Now3D;MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_X2_B59,AMD,80,unset,1MB,unset,unset,unset
AMD;Phenom;X2,B60,2,3.5G,2,64-bit,Now3D;MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_X2_B60,AMD,80,unset,1MB,unset,unset,unset
AMD;Phenom;X3,B75,3,3.0G,3,64-bit,Now3D;MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_X3_B75,AMD,95,unset,1.5MB,unset,unset,unset
AMD;Phenom;X3,B77,3,3.2G,3,64-bit,Now3D;MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_X3_B77,AMD,95,unset,1.5MB,unset,unset,unset
AMD;Phenom;X4,B95,4,3.0G,4,64-bit,Now3D;MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_X4_B95,AMD,95,unset,2MB,unset,unset,unset
AMD;Phenom;X4,B97,4,3.2G,4,64-bit,Now3D;MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_X4_B97,AMD,95,unset,2MB,unset,unset,unset
AMD;Phenom;X4,B99,4,3.3G,4,64-bit,Now3D;MMX;SSE;SSE2;SSE3;SSE4a,unset,AMDPhenom_X4_B99,AMD,95,unset,2MB,unset,unset,unset
AMD;Ryzen;3,1300X,4,3.5G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_1300X,AMD,65,384KB,2MB,8MB,2667M,DDR4
AMD;Ryzen;3,2200U,2,2.5G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_2200U,AMD,15,384KB,1MB,4MB,2400M,DDR4
AMD;Ryzen;3,2300X,4,3.5G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_2300X,AMD,65,384KB,2MB,8MB,2933M,DDR4
AMD;Ryzen;3,3100,4,3.6G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_3100,AMD,65,256KB,2MB,16MB,3200M,DDR4
AMD;Ryzen;3,3200U,2,2.6G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_3200U,AMD,15,192KB,1MB,4MB,2400M,unset
AMD;Ryzen;3,3250C,2,2.6G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_3250C,AMD,15,192KB,1MB,4MB,unset,unset
AMD;Ryzen;3,3250U,2,2.6G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_3250U,AMD,15,192KB,1MB,4MB,2400M,DDR4
AMD;Ryzen;3,3300X,4,3.8G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_3300X,AMD,65,256KB,2MB,16MB,3200M,DDR4
AMD;Ryzen;3,3350U,4,2.1G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_3350U,AMD,15,348KB,2MB,4MB,2400M,unset
AMD;Ryzen;3,4100,4,3.8G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_4100,AMD,65,256KB,2MB,4MB,3200M,DDR4
AMD;Ryzen;3,4300G,4,3.8G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_4300G,AMD,65,256KB,2MB,4MB,3200M,DDR4
AMD;Ryzen;3,4300GE,4,3.5G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_4300GE,AMD,35,256KB,2MB,4MB,3200M,DDR4
AMD;Ryzen;3,4300U,4,2.7G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_4300U,AMD,15,unset,2MB,4MB,unset,LPDDR4
AMD;Ryzen;3,5125C,2,3.0G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_5125C,AMD,15,128KB,1MB,8MB,unset,DDR4
AMD;Ryzen;3,5300G,4,4.0G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_5300G,AMD,65,unset,2MB,8MB,3200M,DDR4
AMD;Ryzen;3,5300GE,4,3.6G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_5300GE,AMD,35,unset,2MB,8MB,3200M,DDR4
AMD;Ryzen;3,5300U,4,2.6G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_5300U,AMD,15,unset,2MB,4MB,unset,LPDDR4
AMD;Ryzen;3,5400U,4,2.6G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_5400U,AMD,15,unset,2MB,8MB,unset,LPDDR4
AMD;Ryzen;3,5425C,4,2.7G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_5425C,AMD,15,256KB,2MB,8MB,unset,DDR4
AMD;Ryzen;3,5425U,4,2.7G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_5425U,AMD,15,256KB,2MB,8MB,unset,DDR4
AMD;Ryzen;3;1200,,4,3.1G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_1200,AMD,65,384KB,2MB,8MB,2667M,DDR4
AMD;Ryzen;3;1200,PRO,4,3.1G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_PRO_1200,AMD,65,384KB,2MB,8MB,2667M,DDR4
AMD;Ryzen;3;1300,PRO,4,3.5G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_PRO_1300,AMD,65,384KB,2MB,8MB,2667M,DDR4
AMD;Ryzen;3;2200G,,4,3.5G,4,64-bit,unset,Zen,AMDRyzen_3_2200G,AMD,65,384KB,2MB,4MB,2933M,DDR4
AMD;Ryzen;3;2200G,PRO,4,3.5G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_PRO_2200G,AMD,65,384KB,2MB,4MB,2933M,unset
AMD;Ryzen;3;2200GE,,4,3.2G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_2200GE,AMD,35,384KB,2MB,4MB,2933M,DDR4
AMD;Ryzen;3;2200GE,PRO,4,3.2G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_PRO_2200GE,AMD,35,384KB,2MB,4MB,2933M,DDR4
AMD;Ryzen;3;2300U,,4,2.0G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_2300U,AMD,15,384KB,2MB,4MB,2400M,DDR4
AMD;Ryzen;3;2300U,PRO,4,2.0G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_PRO_2300U,AMD,15,384KB,2MB,4MB,2400M,DDR4
AMD;Ryzen;3;3200G,,4,3.6G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_3200G,AMD,65,384KB,2MB,4MB,2933M,DDR4
AMD;Ryzen;3;3200G,PRO,4,3.6G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_PRO_3200G,AMD,65,384KB,2MB,4MB,2933M,DDR4
AMD;Ryzen;3;3200GE,,4,3.3G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_3200GE,AMD,35,384KB,2MB,4MB,2933M,unset
AMD;Ryzen;3;3200GE,PRO,4,3.3G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_PRO_3200GE,AMD,35,384KB,2MB,4MB,2933M,DDR4
AMD;Ryzen;3;3300U,,4,2.1G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_3300U,AMD,15,384KB,2MB,4MB,2400M,unset
AMD;Ryzen;3;3300U,PRO,4,2.1G,4,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_PRO_3300U,AMD,15,384KB,2MB,4MB,2400M,unset
AMD;Ryzen;3;4350G,PRO,4,3.8G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_PRO_4350G,AMD,65,256KB,2MB,4MB,3200M,DDR4
AMD;Ryzen;3;4350GE,PRO,4,3.5G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_PRO_4350GE,AMD,35,256KB,2MB,4MB,3200M,DDR4
AMD;Ryzen;3;4450U,PRO,4,2.5G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_PRO_4450U,AMD,15,unset,2MB,4MB,unset,LPDDR4
AMD;Ryzen;3;5350G,PRO,4,4.0G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_PRO_5350G,AMD,65,unset,2MB,8MB,3200M,DDR4
AMD;Ryzen;3;5350GE,PRO,4,3.6G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_PRO_5350GE,AMD,35,unset,2MB,8MB,3200M,DDR4
AMD;Ryzen;3;5450U,PRO,4,2.6G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_PRO_5450U,AMD,15,unset,2MB,8MB,4266M,DDR4
AMD;Ryzen;3;5475U,PRO,4,2.7G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_3_PRO_5475U,AMD,15,256KB,2MB,8MB,unset,DDR4
AMD;Ryzen;5,1400,4,3.2G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_1400,AMD,65,384KB,2MB,8MB,2667M,DDR4
AMD;Ryzen;5,1500X,4,3.5G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_1500X,AMD,65,384KB,2MB,16MB,2667M,DDR4
AMD;Ryzen;5,1600X,6,3.6G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_1600X,AMD,95,576KB,3MB,16MB,2667M,DDR4
AMD;Ryzen;5,2500X,4,3.6G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_2500X,AMD,65,384KB,2MB,8MB,2933M,DDR4
AMD;Ryzen;5,2600E,6,3.1G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_2600E,AMD,45,578KB,3MB,16MB,2667M,DDR4
AMD;Ryzen;5,2600H,4,3.2G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_2600H,AMD,45,192KB,2MB,4MB,3200M,unset
AMD;Ryzen;5,2600X,6,3.6G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_2600X,AMD,95,576KB,3MB,16MB,2933M,DDR4
AMD;Ryzen;5,3450U,4,2.1G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_3450U,AMD,15,384KB,2MB,4MB,2400M,unset
AMD;Ryzen;5,3500,6,3.6G,6,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_3500,AMD,65,384KB,3MB,16MB,3200M,DDR4
AMD;Ryzen;5,3500C,4,2.1G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_3500C,AMD,15,384KB,2MB,4MB,unset,unset
AMD;Ryzen;5,3550H,4,2.1G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_3550H,AMD,35,384KB,2MB,4MB,2400M,unset
AMD;Ryzen;5,3580U,4,2.1G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_3580U,AMD,15,384KB,2MB,4MB,2400M,unset
AMD;Ryzen;5,3600X,6,3.8G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_3600X,AMD,95,384KB,3MB,32MB,3200M,DDR4
AMD;Ryzen;5,3600XT,6,3.8G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_3600XT,AMD,95,unset,3MB,32MB,3200M,DDR4
AMD;Ryzen;5,4500,6,3.6G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_4500,AMD,65,384KB,3MB,8MB,3200M,DDR4
AMD;Ryzen;5,4500U,6,2.3G,6,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_4500U,AMD,15,unset,3MB,8MB,unset,LPDDR4
AMD;Ryzen;5,4600G,6,3.7G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_4600G,AMD,65,384KB,3MB,8MB,3200M,DDR4
AMD;Ryzen;5,4600GE,6,3.3G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_4600GE,AMD,35,384KB,3MB,8MB,3200M,DDR4
AMD;Ryzen;5,4600H,6,3.0G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_4600H,AMD,45,unset,3MB,8MB,unset,LPDDR4
AMD;Ryzen;5,4600U,6,2.1G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_4600U,AMD,15,unset,3MB,8MB,unset,LPDDR4
AMD;Ryzen;5,4680U,6,2.2G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_4680U,AMD,15,384KB,3MB,8MB,4267M,LPDDR4
AMD;Ryzen;5,5500,6,3.6G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_5500,AMD,65,384KB,3MB,16MB,3200M,DDR4
AMD;Ryzen;5,5500U,6,2.1G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_5500U,AMD,15,unset,3MB,8MB,unset,LPDDR4
AMD;Ryzen;5,5560U,6,2.3G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_5560U,AMD,15,384KB,3MB,8MB,unset,DDR4X
AMD;Ryzen;5,5600,6,3.5G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_5600,AMD,65,384KB,3MB,32MB,3200M,DDR4
AMD;Ryzen;5,5600G,6,3.9G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_5600G,AMD,65,unset,3MB,16MB,3200M,DDR4
AMD;Ryzen;5,5600GE,6,3.4G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_5600GE,AMD,35,unset,3MB,16MB,3200M,DDR4
AMD;Ryzen;5,5600H,6,3.3G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_5600H,AMD,45,unset,3MB,16MB,unset,LPDDR4
AMD;Ryzen;5,5600HS,6,3.0G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_5600HS,AMD,35,unset,3MB,16MB,unset,LPDDR4
AMD;Ryzen;5,5600U,6,2.3G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_5600U,AMD,15,unset,3MB,16MB,unset,LPDDR4
AMD;Ryzen;5,5600X,6,3.7G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_5600X,AMD,65,unset,3MB,32MB,3200M,DDR4
AMD;Ryzen;5,5625C,6,2.3G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_5625C,AMD,15,384KB,3MB,16MB,unset,DDR4
AMD;Ryzen;5,5625U,6,2.3G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_5625U,AMD,15,384KB,3MB,16MB,unset,DDR4
AMD;Ryzen;5,6600H,6,3.3G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_6600H,AMD,45,384KB,3MB,16MB,unset,DDR5
AMD;Ryzen;5,6600HS,6,3.3G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_6600HS,AMD,35,384KB,3MB,16MB,unset,DDR5
AMD;Ryzen;5,6600U,6,2.9G,12,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_6600U,AMD,unset,384KB,3MB,16MB,unset,DDR5
AMD;Ryzen;5;1500,PRO,4,3.5G,8,64-bit,MMX;SSE;SSE2;SSE3;SSSE3;SSE4a;SSE4.1;SSE4.2;AVX;AVX2,Zen,AMDRyzen_5_PRO_1500,AMD,65,384KB,2MB,16MB,2667M,DDR4
